class,aa_000,ab_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bn_000,bo_000,bp_000,bq_000,br_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cr_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000
neg,1214,,34,26,0,0,0,0,0,0,136,2580,66280,8896,0,0,35332,0,0,0,0,0,75574,67794,34758,3672,0,0,0,0,36,28,0,0,0,0,0,2322,46006,3370,26194,0,2668,98,102,112,5826,69086,0,0,0,0,38348,29408,5832,2304,364,1160,446,30,0,0,110380,10,424,204,0,35332,996,28500,6216,,,,,,,,,34380,1213.57,110380,110380,119096,274,0,10772,110020,77892,1209600,1886,0,6,0,65011.2,0.0,10262.4,0,26,0,0,0,604,31978,44282,912,98,18,0,6,10,110380,,2722,26,716,3878,1548,28014,39698,1238,52,0,64,110,64862,41204,0,38,0,0,66024,106,42,0,0,0,0,0,0,0,0,570,154,70,0,0,1522,324,20,4,0,0,0,0,213580,88.56,92,13752,10046,4164,1728,4668,43184,350,0,0,0,0,0
neg,10,2,8,8,0,0,0,0,0,0,12,2020,2872,0,0,0,1718,0,0,0,0,0,4968,3524,4976,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4904,0,1292,12,14,18,6,2388,1174,0,0,0,3310,644,140,212,574,24,0,0,0,0,9942,0,0,2,0,1718,96,3714,1188,,,,,,,,,4900,10.05,9942,9942,14794,15,0,888,9880,4934,1209600,258,0,0,0,1497.6,0.0,2228.16,0,22,0,0,0,128,4530,228,18,0,0,0,2,6,9942,0,1210,16,48,48,124,1506,1654,298,0,0,10,0,1430,80,0,16,0,0,2304,74,36,0,0,0,0,0,0,0,0,98,0,0,0,0,34,18,2720,272,0,0,0,0,0,187.48,46,2958,1622,228,58,38,0,0,0,0,0,0,0
neg,30260,,0,,0,0,0,0,0,0,31950,1173114,1113794,60552,224,0,1198332,0,0,0,0,0,2044090,1742084,451206,239252,0,0,0,0,0,0,0,0,0,0,0,13086,1306922,566784,492842,0,3450,940,2122,4640,429652,1938826,4,0,0,0,971290,364834,162184,126088,118236,166826,390928,79248,0,0,2495916,0,514,352,192,1198332,37512,190228,259862,189660,244160,1310700,1310700,1310700,1310700,1310700,1310700,11540,30259.79,2495916,2495916,2461054,14306,165126,2516,69800,2379634,1209600,0,,,,2038290.24,0.0,337369.92,,,0,0,2044,285226,1204932,748564,112490,20630,5596,152,,0,2495916,,3964,480,68624,233952,89448,1181842,786470,14832,22,0,,,,,,,,,,2160,144,0,0,0,0,0,0,0,0,22246,37274,5990,0,0,89282,15110,2997620,718310,0,0,0,0,29259940,,,359026,686366,345966,186888,336692,234018,107946,55930,64942,1860,0,0
neg,95280,,278,,0,0,,,,,,,,,,,2741588,,,,,,,,,,0,,,,192,748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6037578,372,62,1160,0,,,,,301460,271640,272860,262620,,,,,282240,95280.03,6037578,6037578,6033136,30523,250784,112972,1188940,5557546,1209600,0,,,,4885803.84,0,663676.8,0,472,,,,,,,,,,,,0,6037578,,,,,,,,,,,,,,,,,,,,,3810,222,0,0,0,0,0,0,0,0,51092,51870,12400,17444068,2014872,234614,35080,9178600,1183230,5970050,122290,0,0,55280080,2034.08,1892,,,,,,,,,,,0,0
neg,179454,0,220,194,0,0,0,0,0,22800,1408880,5835604,2714202,296134,6468,0,4668548,0,34,0,45540,62788,9607232,8815146,1254472,597030,0,0,0,0,668,1686,0,0,0,0,0,5564,173560,2677162,7427802,0,25590,13492,15704,24536,59626,9986726,158414,0,0,0,4633112,2742068,1065566,540526,377990,256934,184646,134094,85174,263978,10910118,4122,5618,15924,8,4668548,102340,627754,622242,89700,263120,136840,126560,130220,106560,121280,141520,111880,179453.21,10910118,10910118,10768824,48207,10,105796,1203120,10291282,1209600,228876,6,178,0,9070715.52,0,1207890.24,472,4176,0,0,99734,583888,2208202,4124860,2456190,657984,146658,6572,0,1868,10910118,0,18000,2708,396854,601366,387674,8225022,610110,42112,242,0,156,2776,9142976,5248090,0,68,0,0,9143330,16906,1054,0,0,0,0,0,0,0,0,54158,18036,6464,12015306,1688138,186182,36026,64730060,6475184,10382252,9446,0,0,139453080,6997.08,6478,1264456,1161900,648228,341818,763604,770672,5181220,146552,5638,0,0,0
neg,41160,,2130706434,556,0,0,0,0,0,0,2592,627848,2314574,697884,12766,0,1574392,25926,0,0,0,0,3436100,3076160,522964,231348,0,0,0,0,192,46,0,0,0,0,0,0,42312,1508512,2104840,0,3862,744,1860,13746,2751106,883994,352,0,0,0,1613042,1123452,506256,215714,105612,61880,28476,1232,0,0,3960204,0,0,154,12,1574392,38860,222020,297710,165740,135080,174320,,,,,,36580,41160.66,3960204,3960204,3935702,10330,22052,24884,317920,3655664,1209600,201480,0,116,0,3104096.64,0.0,545588.16,0,0,0,0,0,92404,1136490,1885702,473514,50652,16628,274,0,10,3960204,,8718,1086,4466,490202,257774,2575070,308882,9464,2,0,682,86,2909086,71236,0,5006,0,0,3074192,3900,330,0,0,0,0,0,0,0,0,21920,17846,4410,0,0,150776,27810,10492120,1103234,0,0,0,0,1160650,1970.2,2426,596630,1289742,492436,160234,454898,408206,165200,72364,15816,138,0,0
neg,39220,,76,64,0,0,0,0,0,0,2210,167876,1854828,500930,47782,100,1250348,0,0,0,0,0,2239056,1950072,525752,238048,0,0,0,0,326,90,0,0,0,0,0,94,1893280,100784,579568,0,3262,832,1502,43004,1779160,745948,18,0,0,0,1163590,533824,197904,160026,126794,100200,96716,194660,12,0,2765432,56,320,308,2,1250348,35860,229094,294514,224080,223800,,,,,,,71760,39220.86,2765432,2765432,2770658,14285,2764,30574,339760,2573726,1209600,52178,0,74,0,1958629.44,0,611567.04,0,0,0,0,0,1244,909130,1393774,249994,17028,2552,4,32,60,2765432,,6062,530,74810,376194,192960,1173332,732730,16814,294,0,168,244,1785918,50906,30,24090,0,0,1980094,2800,268,0,0,0,0,0,0,0,0,18998,32930,5980,0,0,66254,9328,396520,47150,0,0,0,0,276100,1288.66,1238,643498,348570,133392,69068,179810,237110,215702,189222,498862,58492,0,0
neg,4070,,340,308,0,0,0,0,0,0,220,7346,228762,64944,816,0,115968,0,0,0,0,0,254768,201204,97602,41252,0,0,0,0,1102,208,0,0,0,0,0,0,108878,193210,0,0,392,212,238,3008,95396,202814,28,0,0,0,136010,107214,25240,11088,7320,7024,7124,1068,0,0,352518,252,18,444,0,115968,3666,43022,53914,,,,,,,,,96360,4070.31,352518,352518,351592,1158,0,34306,351340,302088,1209600,9360,4,34,0,239592.96,0,62072.64,0,0,0,0,0,224,102866,174586,21830,2120,462,0,10,18,352518,,762,88,1302,32440,16578,66008,176366,8486,58,0,442,670,238190,109722,0,58,0,34,245906,416,50,0,0,0,0,0,0,0,0,2632,2326,474,0,0,9330,1438,37220,4258,106852,422,0,0,0,226.58,252,65272,53212,21046,7678,41704,101632,4412,2864,4186,82,0,0
neg,1260,,106,90,0,0,0,0,0,0,104,24426,59866,138,0,0,36696,0,0,0,0,0,82654,75454,14236,4136,0,0,0,0,190,46,0,0,0,0,0,0,52956,31578,0,0,144,24,36,52,10974,73294,10,0,0,0,35970,40300,6404,1484,234,88,46,8,0,0,96918,2,16,2176,0,36696,690,7952,6252,,,,,,,,,13980,1260.84,96918,96918,99358,248,0,9474,96640,84534,1209600,1760,0,12,0,67645.44,0.0,16779.84,0,0,0,0,0,8270,59176,15770,978,278,62,0,22,28,96918,,212,22,48,3694,4300,12438,61356,2396,68,0,154,194,68754,51064,0,4,0,28,68902,98,32,0,0,0,0,0,0,0,0,406,148,46,0,0,614,126,900,90,0,0,0,0,260840,114.42,74,17980,8464,3658,2334,9334,42438,320,6,0,0,0,0
neg,67284,,0,,0,0,0,0,0,11548,98300,3300694,5125632,1556090,183006,6130,4756642,776,0,0,6746,8530,8735060,7154620,2510532,1235814,0,0,2272,0,0,0,0,0,0,0,0,66266,9935276,81662,198196,0,21766,16974,14860,17556,2353816,7803414,52978,32,4,0,5895554,1295482,667136,508716,406182,367496,443286,659694,37814,40,11256612,0,246,358,112,4756642,172062,1189610,1314076,258720,245240,240460,295320,283140,276340,298140,269460,78980,67283.84,11256612,11256612,11001298,50675,1537872,9022,327040,10281400,1209600,0,,,,7187850.24,0.0,3067074.24,,,0,3720,29516,1003610,4581360,3777812,763810,107600,13834,138,,1654,11256612,,20648,3412,1889408,1368080,641924,5234878,1110972,12068,10,0,,,,,,,,,,15602,838,0,0,0,0,0,0,0,0,119238,38624,9042,0,0,425504,62020,16377520,4413714,0,0,0,0,62740990,,,3153742,4458392,1863420,457274,294318,47134,5276,1280,564,0,0,0
neg,61980,,454,444,0,0,0,0,0,0,876,288094,2593264,949932,44738,2730,1588460,14560,0,0,0,0,3470990,2937482,848010,435234,0,0,0,0,888,422,0,0,0,0,0,96918,2128052,1531798,122866,0,4116,3922,8514,53640,2836426,973000,16,0,0,0,1170560,1089956,459658,329522,244672,212224,172284,200758,0,0,4319772,88,266,1188,22,1588460,42126,499574,342344,199680,338920,195220,,,,,,105020,61980.44,4319772,4319772,4311912,24273,17648,62572,681800,3879634,1209600,108052,2,112,0,3507935.04,0.0,368722.56,0,0,0,0,0,68624,1260522,2121930,396234,25574,6174,576,114,124,4319772,,6054,874,87080,198960,144590,2633654,788960,19346,116,0,1008,1420,1609082,52672,0,147490,0,24,3535456,3316,188,0,0,0,10,0,0,0,0,26354,86162,19944,0,0,97008,15002,36920920,3977792,0,0,0,0,22294120,1636.44,1778,398346,712928,483120,232808,577818,615914,415062,201710,234364,7564,0,0
neg,208252,,,,,,0,0,0,0,92732,2232052,9207190,2388934,31394,0,5426204,15092,0,,788,4750,11119614,9617356,3367944,1462956,,0,0,0,,,0,0,0,0,8132,1714802,5474510,6188736,566122,0,10598,14396,23084,104658,7568602,6229766,1192,6,0,0,5413672,3207844,1373892,1028662,844582,801568,812694,443842,25228,318,14489394,,,,,5426204,210426,1682902,1664880,286600,282640,321580,255340,271360,214460,243380,394320,271320,208251.51,14489394,14489394,,78662,,,1162500,,1209600,,,,,11568597.12,0.0,2379716.16,,,0,0,7398,682600,5379636,7122790,683616,62496,13380,386,,,14489394,,8182,1886,1101478,924356,1171876,8596514,2096964,51014,32,0,,,,,,,,,,,,,,,,,,,,102596,,,,,,,,,,,,,,,,2464454,2109032,1633490,855702,1909104,1713352,1509964,914126,840454,2624,,
neg,2286,,330,314,0,0,0,0,0,0,288,54018,82200,1894,0,0,64852,0,0,0,0,0,124926,109486,27182,11538,0,0,0,0,192,54,0,0,0,0,0,5074,102756,8430,22140,0,2280,30,32,30,598,135412,18,0,0,0,59310,53520,17422,5674,1146,406,860,62,0,0,152150,0,250,140,2,64852,2312,16048,10820,,,,,,,,,26740,2286.96,152150,152150,157622,478,60,14904,151680,138400,1209600,3048,0,14,0,125200.32,0.0,10956.48,0,10,0,0,0,23546,104160,9802,642,212,38,0,0,4,152150,,2326,40,438,4928,2590,44492,81618,1864,104,0,544,218,119092,9670,0,24,0,0,126044,104,56,0,0,0,0,0,0,0,0,1204,1012,312,0,0,7496,1418,36040,3790,0,0,0,0,1287030,135.38,86,13996,12712,14150,13586,51450,31830,670,6,0,0,0,0
neg,38720,,444,380,0,0,0,0,0,0,14128,453410,1105290,915008,32804,1078,1280962,0,0,0,0,0,2281844,2035136,371768,194616,0,0,0,0,1178,158,0,0,0,0,0,31922,536328,1007900,945568,0,3962,1580,2500,107148,1844216,562284,28,0,0,0,848022,700876,289574,191524,140952,108552,99832,141792,594,0,2654006,34,52,1740,4,1280962,35700,203378,165718,136860,203460,,,,,,,26540,38719.5,2654006,2654006,2661804,15601,38106,20360,229520,2521718,1209600,66488,0,84,0,2283100.8,0.0,235504.32,0,0,0,0,0,146482,554636,1010416,779842,25820,4142,380,0,4,2654006,,4458,398,10714,143992,97900,1853724,395286,15196,50,0,520,426,999902,197646,44,37684,0,0,2302596,1350,110,0,0,0,0,0,0,0,0,18242,24170,6560,0,0,104816,17118,2877900,578810,0,0,0,0,8719520,1193.24,1094,249628,408796,333272,216266,804072,470006,38232,954,492,0,0,0
neg,32,,44,24,0,0,0,0,0,0,88,812,9464,0,0,0,4004,0,1354,0,0,0,14834,10810,17640,600,0,0,0,0,44,124,0,0,0,0,0,0,0,1378,8986,0,966,46,110,192,968,8080,2,0,0,0,8470,798,226,210,82,46,38,492,2,0,32490,0,4,2,0,4004,278,15244,2366,,,,,,,,,17420,31.2,32490,32490,33570,36,0,3110,32240,10364,1209600,622,0,8,0,4884.48,0.0,4505.28,14336,,0,0,0,822,7244,2188,110,0,0,0,22,28,32490,,982,8,60,618,1336,6856,504,0,0,0,52,238,4454,62,0,0,0,0,5424,72,66,0,0,0,0,0,0,0,0,266,0,0,3714,1406,162,44,460,46,0,24,0,0,0,0.0,0,5702,3754,352,96,152,120,88,100,0,0,0,0
neg,24952,,0,,0,0,0,0,0,416,252800,768528,732028,166594,2254,0,846588,0,0,0,1952,3576,1750168,1581100,367410,132024,0,0,0,0,0,0,184524,310072,152604,140976,74396,62830,171244,455800,370174,0,3950,2048,3468,12718,843952,1055840,644,0,0,0,879876,427174,206200,156578,115146,72532,49250,15328,536,0,2119876,182,426,720,28,846588,19380,234354,131624,200540,1310700,1310700,1310700,1310700,1310700,1310700,1310700,163040,24952.17,2119876,2119876,2102182,9365,147428,88400,906300,1922620,1209600,0,,,,1684874.88,0.0,233679.36,,,0,0,10450,465260,864190,520692,53134,7640,1218,36,,662,2119876,,3296,340,122680,95828,318326,1251726,126736,3678,10,0,,,,,,,,,,1434,110,0,0,0,0,0,0,0,0,11234,6936,1330,0,0,58562,8116,7747720,991526,0,19802,0,0,9514010,,,244260,538132,333154,119394,423582,162708,70536,16480,14340,34,0,0
neg,276,,0,0,0,0,0,0,0,2292,26914,8720,10006,0,0,0,13508,0,0,0,6708,10800,42884,39124,69408,3816,0,0,0,0,0,0,0,0,0,0,0,0,0,3132,44800,0,228,110,230,438,1198,45628,100,0,0,0,33312,7038,4236,1734,740,304,362,180,22,4,119088,0,0,0,0,13508,620,56032,10874,,,,,,,,,67680,275.46,119088,119088,124070,136,0,7232,118060,47932,1209600,0,0,2,0,17615.04,1084.8,28163.52,2,32,0,2312,23388,7322,11540,2588,670,96,16,0,0,0,119088,,1258,34,78,1206,594,9208,32306,2978,270,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,976,0,0,0,0,0,0,0,0,0,0,0,0,0,132.64,132,31114,5566,1244,756,1132,1022,2968,4106,24,0,0,0
neg,360794,,224,12792,0,0,0,0,0,0,251570,3693002,19375502,12489230,4974704,2101380,29080078,160440,4262892,10444924,0,0,55777990,39837794,21323248,11107454,0,0,1165468,0,26,0,0,0,0,0,0,48732,417016,13853050,28566586,0,8318,4408,17516,3711304,35189656,3952462,1470,74,112,64,21552420,10568912,3657574,2120718,1332854,936570,993712,1682440,40150,34,77101476,14,10,2,0,29080078,1503676,4283966,16989686,264040,277760,256420,245460,259600,259620,305360,180420,255400,360793.03,77101476,77101476,43460418,182236,2458,29250,850780,42885400,1209600,5140,14,1016,0,28831733.76,463610.88,13582810.56,0,0,0,0,8108,808828,5055074,16520386,14201174,5426854,859724,5236,954,12,77101476,,16210,2294,5452468,9651224,2257584,19705064,5759086,40666,788,0,22594,60300,18786294,3290256,296,120228,20,36,29112364,218,22,0,0,0,528,0,0,0,0,956722,40,22,0,0,4108,1016,57120,12392,0,0,0,0,602460,4175.36,4456,14575594,13199826,4948192,1625590,2863868,3802582,1190966,645546,32716,506,0,0
neg,382,,18,,0,0,0,0,0,0,17470,15470,2446,0,0,0,14038,0,348,0,0,102,34232,27342,22554,2036,0,0,0,0,16,162,0,0,0,0,0,0,0,446,34940,0,1222,44,72,54,152,33842,0,0,0,0,16642,16200,1440,422,68,20,84,58,414,38,56814,8,12,6,0,14038,610,16664,5468,,,,,,,,,22040,382.31,56814,56814,56968,115,2336,5360,56300,35386,1209600,0,,,,24551.04,0.0,9610.56,0,16,0,0,9614,22298,2160,1180,102,32,0,0,,0,56814,,1246,24,1966,2974,2830,25574,772,0,0,0,,,,,,,,,,82,100,0,0,0,0,0,0,0,0,482,0,0,11082,3746,1244,190,149140,16126,24632,20,0,0,0,67.5,80,11442,7422,3064,1310,2794,3464,3602,2288,0,0,0,0
neg,8,,10,6,0,0,0,0,0,0,3066,1478,1116,0,0,0,2024,0,220,0,0,66,11626,9988,5750,148,0,0,0,0,8,2,0,0,0,0,0,0,0,548,5112,0,918,10,10,4,470,4248,0,0,0,0,4400,510,84,154,54,42,80,304,22,10,17390,0,6,4,0,2024,134,4516,1218,,,,,,,,,5600,8.96,17390,17390,23748,19,76,1656,17220,5660,1209600,226,2,2,0,1756.8,213.12,2836.8,,,0,0,2542,1064,1170,588,296,0,0,0,0,4,17390,,866,8,22,4,26,2182,2252,300,0,0,14,4,1206,68,0,0,0,0,1962,36,54,0,0,30,248,0,0,0,0,132,8,2,630,104,28,8,440,44,15220,32,0,0,0,,,4092,1392,30,28,22,18,70,8,0,0,0,0
neg,31192,,664,584,0,0,0,0,0,0,374,23700,1535148,482002,11812,2160,1035450,0,0,0,0,0,1719214,1422034,417324,250614,0,0,0,0,780,196,0,0,0,0,0,0,698092,1327354,29750,0,2888,834,1294,59754,1473886,516528,12,0,0,0,774204,501400,241432,152260,102574,80844,93582,108900,0,0,2136864,976,408,7624,2,1035450,35854,162460,251250,201380,,,,,,,,211180,31192.12,2136864,2136864,2134516,12331,5222,89054,922140,2055196,1209600,57070,0,92,0,1847312.64,0.0,205243.2,0,0,0,0,0,414,534390,1226596,274264,16020,3390,122,8,14,2136864,,4498,488,63418,91990,250802,1501158,137012,5558,272,0,856,450,1500094,408650,48,22,0,0,1860508,1658,274,0,0,0,0,0,0,0,0,20162,14492,2800,0,0,50562,8582,1408740,166516,1739956,690,0,0,30192210,985.84,1012,220132,386168,290222,145760,460600,340146,111300,47830,51378,1660,0,0
neg,79530,,1260,976,0,0,0,0,0,0,191800,1863976,2923846,802192,43942,1204,2764032,0,0,0,1632,2342,5083178,4452360,1351980,543792,0,0,0,0,4316,660,0,0,0,0,0,114122,2875672,1381738,1455428,0,4184,4566,9132,15138,93640,5698300,2000,0,0,0,2332488,1169638,432056,355652,307816,286166,363048,573950,6146,0,6437382,380,1828,198,8,2764032,84800,851592,493054,186160,205320,193480,329700,377300,,,,50780,79529.53,6437382,6437382,6431168,37133,47108,32398,380260,5826960,1209600,171568,0,212,0,4801975.68,0,1021626.24,72,1338,0,0,21462,680642,1925408,2648948,522550,23954,3884,112,6,16,6437382,,6492,810,122990,648296,340338,3764966,918318,24618,132,0,1794,1884,3757432,162700,0,220,0,0,4892128,3888,344,0,0,0,0,0,0,0,0,44680,77540,15140,0,0,155896,32102,2581400,482254,0,0,0,0,8987460,1820.1,1800,1072000,1081030,931594,409790,781236,659214,452896,237528,196184,5488,0,0
neg,108,,12,2,4,6,0,0,0,0,10684,1366,2894,0,0,0,5626,0,32,0,66,200,20534,17554,7156,404,0,0,0,0,6,2,0,0,0,0,0,0,0,0,14944,0,1886,28,26,10,510,12484,0,0,0,0,8814,4096,508,166,72,8,10,1252,18,0,27786,6,6,6,0,5626,262,5200,1840,1310700,1310700,1310700,1310700,1310700,1310700,1310700,1310700,6860,108.56,27786,27786,29298,71,0,2632,27400,14944,1209600,462,0,4,0,7783.68,0.0,5285.76,,,0,0,5568,6346,1348,1682,0,0,0,0,0,4,27786,,1878,12,112,542,1026,10978,396,0,0,0,8,0,7422,1760,0,0,0,0,8140,40,68,0,0,0,0,0,0,0,0,274,0,0,2078,474,194,32,600,60,6500,16,0,0,0,,,7460,3258,632,222,398,800,824,1350,0,0,0,0
neg,34,,2,2,0,0,0,0,0,0,3928,4982,2578,0,0,0,4302,0,180,0,622,1550,16848,13848,18068,892,0,0,0,0,2,4,0,0,0,0,0,0,0,7158,4330,0,996,86,58,52,10294,2,0,0,0,0,8948,1472,240,332,64,36,92,30,236,38,35560,0,2,0,2,4302,264,13974,3958,,,,,,,,,17840,34.78,35560,35560,35660,27,240,3382,35260,11488,1209600,468,0,6,0,3587.52,0.0,6977.28,0,14,0,0,1946,6340,2432,484,286,0,0,0,0,6,35560,,954,14,22,28,3186,1222,5646,416,0,0,2,6,2922,54,0,0,0,0,4244,130,80,0,0,0,0,0,0,0,0,282,0,0,1074,700,138,36,660,258,2,8,0,0,0,133.28,52,8200,2420,206,138,428,52,44,0,0,0,0,0
neg,162,,30,26,0,0,0,0,0,3304,9646,8120,1350,0,0,0,7416,0,0,0,2194,4668,23246,17562,55336,2712,0,0,0,0,38,78,0,0,0,0,0,0,0,0,22420,0,1598,278,318,482,5762,13982,0,0,0,0,13766,3840,2772,974,324,142,52,496,54,0,80838,2,0,0,0,7416,398,47060,7554,,,,,,,,,54520,162.18,80838,80838,80746,85,0,7702,80140,22420,1209600,912,0,6,0,11902.08,0.0,9303.36,4,38,0,3174,4422,12138,1348,1250,78,10,0,0,0,4,80838,,1238,20,372,270,1546,18160,814,0,0,0,18,194,12918,32,0,0,0,0,13086,154,108,0,0,0,0,0,0,0,0,506,20,2,6852,3312,336,100,1380,142,8870,38,0,0,0,100.64,82,11104,4764,1282,306,584,636,968,2752,24,0,0,0
neg,2032,,0,,0,0,0,0,0,0,136,118,77658,42340,0,0,54138,0,126,0,0,0,122654,111588,114866,6236,0,0,0,0,0,0,0,0,0,0,0,0,35182,15036,70034,0,218,658,1268,1034,6690,110382,2,0,0,0,58038,56328,5346,432,88,20,0,0,0,0,237552,0,826,6,4,54138,1534,107000,7690,,,,,,,,,114500,2031.83,237552,237552,238856,364,1062,23448,237120,120252,1209600,0,,,,107650.56,0,12408.0,,,0,0,0,70,37802,61466,20318,492,104,0,,0,237552,,226,20,126,9802,4642,24102,80202,1096,36,0,,,,,,,,,,118,72,0,0,0,0,0,0,0,0,744,528,74,0,0,2156,568,374700,38374,0,0,0,0,1031830,,,14054,14138,6996,4202,12676,68114,72,0,0,0,0,0
neg,14,,86,24,0,0,0,0,0,446,1356,1118,1592,0,0,0,1850,0,0,0,242,504,3894,2422,18102,620,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4512,0,1014,20,24,24,220,3210,0,0,0,0,2314,1294,92,298,40,36,82,316,20,20,22240,2,10,2,0,1850,112,16856,1236,,,,,,,,,18000,13.35,22240,22240,16650,18,772,1424,22140,4512,1209600,230,0,0,0,1834.56,0.0,1688.64,,,0,444,64,1614,1778,370,242,0,0,0,0,8,22240,,994,10,14,160,22,778,2188,346,0,0,38,0,510,310,0,50,0,0,1964,28,16,0,0,0,0,0,0,0,0,136,0,0,1700,190,58,20,5920,1196,15258,112,0,0,0,,,2760,1392,248,50,44,18,0,0,0,0,0,0
neg,159432,,0,376,0,0,0,0,0,0,0,0,0,0,0,0,5737848,0,0,0,15782,24954,12195194,11310320,1647012,638586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13860614,0,0,0,0,5737848,120122,1039534,600872,111900,144940,157860,160620,121800,125940,145580,140020,69060,159432.98,13860614,13860614,222,0,0,38880,520220,0,1209600,30,0,60,0,11266966.08,0.0,1377117.12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13860614,,0,0,0,0,0,0,0,0,0,0,442,432,6578852,47788,0,1266,0,0,6584544,2,0,0,0,0,0,0,0,0,0,60564,0,0,0,0,0,0,0,0,1650,4,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neg,94670,,0,,0,0,0,0,0,0,44650,1570642,2820510,1613312,13570,0,2961700,0,0,0,0,0,5580540,5126672,676590,356114,0,0,0,0,0,0,0,0,0,0,0,1258,2311772,3496306,253348,0,6192,3724,3742,5992,2191468,3851460,104,2,0,0,2121810,902146,453380,385778,400678,563484,980992,254380,36,0,6258348,194,378,234,66,2961700,56424,325708,346904,145620,145080,108680,116580,125640,1310700,1310700,1310700,20680,94669.64,6258348,6258348,6180284,43699,1666254,12412,195720,6062684,1209600,0,,,,5597925.12,0.0,458520.96,,,0,0,622,563816,2223384,2551246,672428,42870,8046,272,,0,6258348,,6334,1032,351048,254872,704220,4482712,258976,3488,2,0,,,,,,,,,,4214,100,0,0,0,0,0,0,0,0,30510,78498,13360,0,0,176266,24362,9465800,1331708,0,0,0,0,10502160,,,485364,1382110,880044,400588,871282,889300,525714,249498,348106,30678,0,0
neg,28,,36,20,0,0,0,0,0,0,94,9656,3286,210,0,0,4750,0,0,0,0,0,14744,11260,12206,1044,0,0,0,0,50,20,0,0,0,0,0,0,10864,0,2382,0,1446,16,36,18,1450,10278,2,0,0,0,11482,924,386,92,242,120,0,0,0,0,26982,0,2,0,0,4750,326,8314,3852,,,,,,,,,12000,27.52,26982,26982,30422,25,0,2524,26720,13246,1209600,644,0,12,0,4876.8,0.0,7052.16,0,10,0,0,0,6990,4932,1310,14,0,0,0,0,6,26982,,1406,18,28,600,428,4222,5622,862,60,0,56,56,4642,0,0,2,0,0,5314,74,162,0,0,0,0,0,0,0,0,220,0,0,0,0,288,76,80,8,0,0,0,0,0,226.58,56,8814,3726,554,88,38,26,0,0,0,0,0,0
neg,1440,,112,104,0,0,0,0,0,0,64,6566,63448,13762,0,0,29790,0,0,0,0,0,80384,74532,9934,3966,0,0,0,0,108,40,0,0,0,0,0,0,46262,36548,1030,0,1096,6,32,26,9484,72770,426,0,0,0,32216,38922,8650,2544,760,502,216,30,0,0,90338,0,10,58,0,29790,584,5816,4100,,,,,,,,,9740,1439.04,90338,90338,95574,313,0,8904,90120,83840,1209600,1572,4,6,0,73087.68,0.0,9653.76,0,0,0,0,0,4264,24638,53864,846,218,10,0,0,6,90338,,1146,16,494,4740,2022,8754,64948,1698,22,0,242,216,74098,52350,0,8,0,42,74182,78,56,0,0,0,0,0,0,0,0,346,132,50,0,0,798,180,640,66,0,0,0,0,439080,52.22,48,11508,7032,3618,2214,5144,54016,306,2,0,0,0,0
