class,aa_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000
neg,30030,330,312,0,0,0,0,0,0,108,140702,1149160,759602,47452,4064,922698,0,0,0,0,0,1828622,1547772,367504,242378,0,0,1304,0,1232,160,0,0,0,0,0,0,556032,1543832,1224,0,2328,680,1144,123450,1332288,640658,540,0,0,0,665916,646732,229158,132102,95444,70846,91376,169514,0,0,2196440,420,302,482,4,922698,27696,159400,204816,184160,,,179560,30030.6,2196440,2196440,2193636,12675,3792,95708,982980,2101088,1209600,53692,2,62,0,1857433.92,0.0,241368.96,0,0,0,0,0,67962,358418,1084894,561836,23744,3936,298,486,494,2196440,3568,302,26044,135828,92502,1346406,485672,10688,78,0,442,424,1637888,248020,0,14974,0,0,1869838,1036,72,0,0,0,0,0,0,0,0,14418,10358,1922,0,0,63952,8766,840560,114862,0,0,0,0,258890,704.12,726,254920,472526,310446,149276,321992,378284,139132,34060,39356,1096,0,0
neg,26770,230,216,0,0,0,0,0,0,19810,1326092,1529824,526226,63676,1512,1391664,0,46,0,488,1414,3118642,2834240,527064,261392,0,0,0,0,390,450,0,0,0,0,0,0,50286,2528222,888632,0,17476,16382,19552,18914,15740,1061284,2317780,12,0,0,2404476,286886,126106,111500,95052,80488,74986,79986,95142,112518,3646256,2172,1056,4798,4,1391664,29982,215404,310894,155100,171520,192840,4840,26769.23,3646256,3646256,3634244,11806,36,120956,14820,3468006,1209600,80954,2,74,0,1669514.88,0.0,1795577.28,1116,2076,0,0,3128,322884,1828986,1054966,239986,16160,1002,28,64,82,3646256,2990,276,799892,968648,126212,1359328,203268,6468,58,0,176,904,1698088,628734,0,760,0,0,1698642,2618,184,0,0,0,0,0,0,0,0,13058,6656,2474,5076668,718140,75772,12216,3609580,361062,3589342,14406,0,0,0,671.92,648,1820140,438446,285470,142816,167046,181278,317194,114408,342,0,0,0
pos,147580,,,,,0,1036,419168,3492212,7729158,9435398,6434672,1098390,27232,0,6454736,2386,1014,,1195424,2153880,21509370,20289184,7443860,2238234,,0,0,0,,,0,0,0,0,0,0,0,5375670,23261596,0,54558,31360,39788,50200,8206100,20255260,0,0,0,0,19207528,6156332,1586670,760076,419310,220310,129712,106652,40872,9804,30151318,,,,,6454736,316702,1589882,5846416,227740,264100,445880,284420,147580.75,30151318,30151318,30476508,59192,,,1084880,28637266,1209600,,,,,11835793.92,12655778.88,4135766.4,,,20944,1410658,5104272,8265964,8242834,4971770,564362,45712,10600,150,,,30151318,22812,3848,1598320,8818704,3868588,10545830,3680848,98312,4,0,3924,5962,10498166,814732,0,3336,0,0,11100990,,,,,,,,,,,149166,,,,,,,,,,,,,,,,17016630,5383832,2191612,661436,1178846,741916,818148,633006,11840,0,,
neg,42756,1430,1200,0,0,0,0,0,0,170,69524,1986212,611204,71168,1196,1234330,15270,0,0,0,0,2057546,1392018,835524,630446,0,0,0,0,2948,304,0,0,0,0,0,324222,535564,1806630,73058,0,2348,730,1952,170044,1874112,689672,616,0,0,0,1023556,580712,229026,184578,151186,130034,127264,309196,3922,0,2893266,54,444,378,12,1234330,54110,343018,488802,362540,333240,,136420,42755.77,2893266,2893266,2902272,18818,5240,44058,470660,2739474,1209600,80574,0,164,0,2291719.68,0.0,443179.2,0,0,0,0,0,1036,810532,1512770,388596,20876,5286,378,76,84,2893266,3558,338,58008,302404,151636,1623504,593940,6010,76,0,2130,784,2065170,92360,58,696,0,0,2305332,1086,56,0,0,0,0,0,0,0,0,34842,37634,7446,0,0,87590,17788,291920,89816,0,0,0,0,41754990,663,702,460092,460290,274654,114570,244568,290760,276840,247310,363486,6904,0,0
neg,81118,276,266,0,0,0,0,0,0,16042,1487118,2567468,772364,34680,806,2210588,0,0,0,0,0,4290490,3575936,1149248,597908,0,0,3108,0,834,416,0,0,0,0,0,121014,2894184,1435514,427766,0,2942,752,1182,81484,3141122,1647624,3372,0,0,0,1409744,1301166,447368,323260,254856,225260,334652,581868,304,0,5440910,516,400,598,6,2210588,66696,707576,438558,213420,271520,230160,137920,81118.45,5440910,5440910,5430800,34711,22054,51716,590620,4878478,1209600,150494,0,76,0,4407746.88,0,466877.76,0,0,0,0,1026,250372,2005624,2019666,568536,28020,4956,278,1494,1506,5440910,7336,1054,91372,283886,187384,2985636,1283708,37824,278,0,522,2162,4203578,111430,0,87610,0,8,4431496,2900,214,0,0,0,0,0,0,0,0,38314,83198,13784,0,0,144258,27988,234400,96738,0,0,0,0,9400580,1745.22,2232,504110,829738,603354,304330,607256,570682,460480,350474,618376,29678,0,0
neg,119740,0,,0,0,0,0,0,0,43874,1122358,5035798,1431936,7920,0,3235766,0,0,0,0,0,6953564,6160818,1130278,708254,0,0,0,0,0,0,0,0,0,0,0,425514,4072996,2029664,1113712,0,3170,1384,2258,46502,5305336,2282740,454,38,4,0,3509698,1831440,897780,490322,410458,433480,68708,0,0,0,8084556,0,662,622,0,3235766,96008,752178,376336,186760,144060,197540,115120,119740.81,8084556,8084556,8099280,36161,141270,76954,816500,7641886,1209600,0,,,,6747720.96,0,884456.64,0,0,0,0,1244,502224,2337792,4182026,577196,31670,9182,552,,0,8084556,7084,1020,58382,686170,377126,6048100,445770,18068,166,0,,,,,,,,,,4104,222,0,0,0,0,0,0,0,0,47882,199316,56666,0,0,196616,29138,105341040,10793224,0,0,0,0,21584660,2002.78,2114,927130,990930,889372,536080,1833294,2377430,84954,2666,30,0,0,0
neg,52378,652,588,0,0,0,0,0,63140,1085824,1575690,232762,40048,1314,0,1416828,0,0,0,18448,28938,2596778,2252728,444256,332644,0,0,0,0,980,432,0,0,0,0,0,0,0,2892278,106500,0,4980,2516,4244,7380,704658,2274996,4,0,0,0,593732,807628,376064,258910,172924,114322,94090,130084,150306,300718,3059502,2394,7340,982,2,1416828,27628,170768,271940,166600,184360,,90800,52377.18,3059502,3059502,3057742,26443,2632,62106,638380,2998778,1209600,57638,0,60,0,2576197.44,39048,381211.2,70,444,0,60,195718,1128258,1284770,355926,29618,3936,492,0,212,224,3059502,2158,186,380636,56730,670244,1877410,11414,0,0,0,848,1056,1843166,1342388,0,5046,0,0,2588520,3642,552,0,0,10590,46230,0,0,0,0,16364,24460,6906,7448140,984526,59088,7298,523020,146988,606394,22462,0,0,0,407.74,480,433430,294200,163630,95354,238338,395688,1123014,226042,29082,0,0,0
neg,99718,394,346,0,0,0,0,0,0,22814,3071102,4250932,603706,37164,992,3513986,0,0,0,0,0,6919908,5884836,1455586,866624,0,0,2474,0,2440,544,0,0,0,0,0,1863534,2922880,1707696,1492600,0,6754,1534,2616,26216,3020888,4920844,7858,0,0,0,2792386,2289350,685596,532992,466004,426934,439156,353872,420,0,8378030,382,1166,726,4,3513986,101482,581334,871114,230520,182860,207120,192940,99717.98,8378030,8378030,8340338,43345,3902,95874,1097640,7986710,1209600,241808,0,224,0,6644053.44,55655.04,1279523.52,0,0,0,0,2562,1015284,4021056,2557674,350844,33668,5452,170,16,22,8378030,15240,2298,65942,793892,354280,3890118,2796324,68540,76,0,618,1362,6626988,68456,514,207666,0,18,6734190,8198,2042,0,0,510,56046,0,0,0,0,56438,97520,15358,0,0,214228,29534,330300,42124,59012,1394,0,0,7980890,4423.04,4608,1421632,2153252,1090322,521112,1110464,847368,469714,195732,173848,3266,0,0
neg,40232,218,196,0,0,0,0,0,0,37012,603154,1557440,277234,4124,0,1176782,0,0,0,0,0,2288108,2007174,627838,248276,0,0,0,0,246,308,0,0,0,0,0,26304,1312452,798744,341464,0,2138,440,800,104688,2074986,295636,276,0,0,0,553472,697264,379810,344020,270970,186928,46500,0,0,0,2916182,0,26,136,26,1176782,31878,489350,137936,292480,228820,,103780,40232.65,2916182,2916182,2913546,15835,1750,47720,493740,2478964,1209600,69188,0,52,0,2214579.84,0.0,262070.4,0,0,0,0,0,179032,993140,1045616,249404,8946,2460,366,24,30,2916182,3344,276,70562,126642,88544,1770072,403794,15640,88,2,198,550,2216332,36498,0,20,0,14,2237982,1400,154,0,0,0,0,0,0,0,0,16486,34082,6532,0,0,61992,11728,76620,12752,0,0,0,0,232680,702.76,660,279068,376298,354132,186026,366198,322452,310060,129652,147340,7738,0,0
neg,39950,268,242,0,0,0,0,0,0,42362,561850,1555422,400360,23656,572,1177704,0,0,0,786,1198,2364216,2129432,302072,199882,0,0,0,0,618,118,0,0,0,0,0,68148,1016388,1262962,236724,0,2014,826,1006,73048,1725426,781826,76,0,0,0,719764,797446,238818,152850,107944,85326,162296,315142,4636,0,2667498,5324,6612,728,0,1177704,28672,186158,115370,138100,131420,,27960,39949.17,2667498,2667498,2678220,17070,328,21934,242660,2584222,1209600,68458,0,70,0,2308512,0,273474.24,0,0,0,0,2830,226432,816330,1229876,288554,17008,3098,94,14,20,2667498,3478,520,21168,194740,182696,1843724,324866,12862,168,0,358,384,1861794,895668,0,4106,0,30,2324938,1486,190,0,0,0,0,0,0,0,0,15318,24072,4326,0,0,67836,8114,978260,108462,0,0,0,0,9949170,853.36,1112,285958,502178,352414,165328,361944,518216,175678,78158,120766,23582,0,0
neg,119854,582,508,0,0,0,0,0,42796,914712,3225834,3088054,1016564,55196,5014,3683376,0,254,0,42982,62150,7610688,6906232,929296,624160,0,0,3510,0,598,148,0,38984,101024,93738,182324,217550,3521486,2867560,1325504,0,4798,1298,2658,57358,3330180,4795312,156564,2,0,0,3099456,1969372,1215772,648386,331358,230116,269252,573026,11432,0,8584482,4318,32,1942,22,3683376,83068,383194,543892,98620,126120,115900,13160,119854.3,8584482,8584482,8534824,48056,83622,2990,100120,8348170,1209600,196018,0,152,0,6646155.84,0.0,1695693.12,0,0,0,17312,333714,2128020,3012420,2361568,465948,25882,3282,24,288,324,8584482,11660,1430,87392,398238,335474,5243638,2203816,66090,432,0,1356,786,5524646,1107732,0,13780,0,46,6712770,5304,758,0,0,0,0,0,0,0,0,45144,65186,15476,0,0,256450,38072,1908860,722420,0,0,0,0,54915200,3415.38,3422,1771774,1050756,692316,381212,1098120,2943360,360292,38400,11470,470,0,0
neg,970,26,2,0,0,0,0,0,9616,66684,45814,16178,3736,0,0,54172,0,174,0,10038,15942,129204,119528,44562,7496,6,0,0,0,168,18,0,0,0,0,0,0,0,34586,106502,940,2764,174,176,228,436,93744,28850,15634,22,0,96222,30200,6970,3396,2360,1392,952,354,148,34,184000,12,14,154,0,54172,1498,22366,21828,,,,43360,969.68,184000,184000,172842,460,0,17588,182700,135038,1209600,2710,0,14,0,58692.48,43759.68,43870.08,4,84,0,4816,35430,32006,38314,26854,4506,66,22,14,6,74,184000,2430,74,3744,13798,17586,44868,55340,4132,56,0,2,0,26016,26,0,0,0,0,27158,528,224,0,0,290,33396,0,0,0,0,1514,96,20,0,0,2046,392,4040,404,0,0,0,0,0,515.38,236,84756,14062,9366,2756,6236,7302,5976,11470,104,0,0,0
neg,82382,132,126,0,0,0,0,0,1162,459138,1938996,1838824,646876,24050,3098,2198764,0,0,0,8126,13972,4430476,3949010,683666,437936,0,0,0,0,310,98,0,0,0,0,0,6582,1783218,3016224,106120,0,1782,422,802,112308,2891012,1897430,8388,0,0,0,1243642,1404590,477998,377376,324202,289230,361162,410158,23760,26,5122640,124,430,126,8,2198764,60036,472102,208654,145460,146620,167300,30580,82381.26,5122640,5122640,5114106,33498,6894,24736,278000,4912144,1209600,153180,0,64,0,4641759.36,0.0,266828.16,0,0,0,0,60740,989892,1961618,1458458,417288,20080,3898,170,38,46,5122640,4116,614,52806,162186,95028,3423714,1141396,32156,128,0,186,262,4346844,63760,0,1064,0,28,4661996,2128,592,0,0,0,0,0,0,0,0,31192,75248,13194,0,0,224294,29088,912720,135330,0,0,0,0,5196190,1132.68,1284,284388,772292,945090,443178,798770,675854,516094,240274,231252,4952,0,0
neg,1170,60,24,0,0,0,0,0,0,412,24220,72060,26600,140,0,70242,0,0,0,0,0,130216,112366,52828,8278,0,0,0,0,90,20,0,0,0,0,0,264,121822,0,1346,0,1814,118,136,146,3288,117930,0,0,0,0,58236,36664,12962,7444,4666,2532,790,138,0,0,183164,6,28,28,2,70242,1886,36356,16244,,,,51800,1170.84,183164,183164,181394,532,848,17634,182080,123432,1209600,4002,2,20,0,93391.68,2792.64,25417.92,0,74,0,0,0,9662,34650,63250,15372,406,82,10,0,4,183164,2076,58,2520,5310,2542,21146,82384,6680,716,0,76,142,27502,7236,0,1144,0,0,99414,336,32,0,0,10,2802,0,0,0,0,1332,520,122,0,0,1290,918,81920,9460,23212,72,0,0,0,347.26,254,31436,28510,36618,21920,4900,48,0,0,0,0,0,0
neg,5956,2130706432,184,62,26,0,0,0,0,31338,242726,85992,2234,0,0,164634,0,0,0,336,580,337480,304258,131702,22230,0,0,0,0,36,288,0,0,0,0,0,0,1718,193156,167416,0,832,586,1246,2534,3180,352600,1312,0,0,0,161980,80462,47278,24174,15976,10674,7606,5360,2168,6612,469620,78,276,234,0,164634,3848,106078,25260,,,,130620,5955.87,469620,469620,471776,1788,0,46312,468440,359560,1209600,9834,2,12,0,318688.32,0,39155.52,58,158,0,0,3538,25856,123752,162616,29466,16640,418,4,2,6,469620,1578,90,20538,17914,11184,236340,71100,3532,14,0,144,472,322446,163424,0,158,0,0,322502,284,116,0,0,0,0,0,0,0,0,2356,756,156,443266,59064,9536,1450,1021140,102164,421272,1454,0,2,0,2.7,220,42418,57566,37986,15400,26272,43846,107376,31382,44,0,0,0
neg,1836,36,32,0,0,0,0,0,0,88,18016,67464,16478,0,0,50928,0,0,0,0,0,96548,88974,12692,5134,0,0,0,0,20,10,0,0,0,0,0,12926,70610,3676,14834,0,1288,24,30,60,30938,69676,30,0,0,0,48152,39096,9974,3748,364,590,120,2,0,0,109276,0,854,116,0,50928,1170,6974,5700,,,,12500,1836.23,109276,109276,113208,347,0,10784,109020,102046,1209600,1854,0,4,0,93562.56,0.0,7241.28,0,0,0,0,0,4406,55350,40978,986,288,38,0,0,4,109276,1318,26,116,4274,1556,17172,75300,2262,22,0,56,74,93378,60390,32,0,0,0,93938,76,36,0,0,0,0,0,0,0,0,574,448,116,0,0,1444,372,20,2,0,0,0,0,836250,142.92,62,9098,8376,7968,3252,10588,62242,492,20,10,0,0,0
neg,40968,150,134,0,0,0,0,0,0,17110,755078,1642588,301262,23672,696,1190840,0,0,0,0,0,2281654,1801116,595442,418798,0,0,0,0,262,106,0,0,0,0,0,116234,1793002,721658,109512,0,1812,452,1072,195690,1969400,571926,54,0,0,0,919184,609746,185706,140016,111850,99968,163372,504002,6562,0,2877814,72,66,2370,18,1190840,44980,301620,290488,236640,249040,,103280,40968.63,2877814,2877814,2879560,20754,4510,41174,451700,2740406,1209600,100522,0,68,0,2330969.28,0.0,407358.72,0,0,0,0,1052,84650,958470,1420014,246458,23432,5822,508,466,472,2877814,4622,638,66920,233146,121314,1682630,618290,12798,48,0,228,392,2263484,38592,0,3650,0,98,2350940,1928,158,0,0,0,0,0,0,0,0,25584,44776,8710,0,0,106604,19496,233940,49350,0,0,0,0,39968590,1238.68,1310,428472,516968,341770,175338,327306,265972,230736,176480,267882,9482,0,0
neg,643628,14,,0,0,0,0,0,304384,6380374,11759082,6249154,1879058,365854,21770,23935348,5396,0,,244436,397430,39274030,31533172,12965662,6990096,0,0,0,0,10,6,0,0,0,0,0,0,3132,10551002,16405542,0,12354,2348,4100,13820,310548,9869892,16333730,412106,764,14,10432924,5340896,4859734,2078766,1060598,619894,495528,504670,348134,1218532,52488312,6,4,0,0,23935348,1063374,4207928,8742300,331280,364000,323700,91880,643628.9,52488312,52488312,52458,131928,68,,405280,48666,1209600,0,,,,40147992.0,1167157.44,8971138.56,16,2454,0,11584,716836,3135156,8019298,5912170,3217484,1336414,1248626,3362108,,0,52488312,20540,3270,4425616,1932030,2461656,15447448,2598964,69776,374,2,,,,,,,,,,4,2,,,,,,,,,554592,0,2,4464,740,316,58,7340,734,0,158,0,0,,8262.36,8386,5581838,7206928,3537438,915322,1349998,998846,1165434,6134870,69002,0,0,0
neg,14,10,10,0,0,0,0,0,0,48,2844,7514,0,0,0,3704,0,28,0,0,0,13964,9200,26652,1160,0,0,0,0,18,22,0,0,0,0,0,0,0,1266,9140,0,86,44,62,78,3190,6946,0,0,0,0,9242,216,72,194,34,32,14,448,150,4,40662,0,6,0,0,3704,304,22462,4064,,,,26280,13.78,40662,40662,40642,36,0,3842,40240,10406,1209600,518,0,2,0,2887.68,0.0,6358.08,0,14,0,0,0,1738,7240,908,520,0,0,0,8,24,40662,1170,16,28,30,2836,5478,848,0,0,0,8,36,3412,112,0,0,0,0,3636,100,132,0,0,0,0,0,0,0,0,306,0,0,332,166,76,22,2040,202,17704,10,0,0,0,57.66,62,7948,2276,24,6,12,30,36,74,0,0,0,0
neg,122810,810,314,0,0,0,0,0,170874,1712736,3688912,1879368,268236,11074,0,3962892,0,394,0,97240,153884,6699450,5971392,1251670,598438,10,0,0,0,516,4640,0,0,0,0,0,37250,641708,4321920,2730322,0,6572,2758,4072,6464,11062,7581728,118544,0,0,0,2226328,3803100,1107888,254436,126922,86684,59916,41784,15814,8328,8051490,470,290,23810,122,3962892,126510,405784,841894,184520,172280,185780,110380,122810.11,8051490,8051490,8051114,36752,42,61500,765000,7731200,1209600,234616,82,148,0,6889872.96,0.0,831965.76,6,480,0,27698,742186,2936188,2680808,1108142,200524,31452,4168,34,36,42,8051490,10940,2210,559778,469568,1659160,4985950,43594,0,0,0,578,8688,6811590,3507748,0,2198,0,0,6964606,9582,290,0,0,0,0,0,0,0,0,60318,12702,2602,13239466,2046948,238324,40830,13340,1932,7777718,49298,0,0,7928520,3863,5274,913550,1328320,856594,394696,838678,841042,2086892,470080,1348,0,0,0
neg,6652,0,,0,0,0,0,0,0,5542,154846,219136,58600,224,0,173836,0,64,0,0,0,443716,426396,75782,11220,0,0,0,0,0,0,0,18,5354,6680,11798,16082,120906,104556,172954,0,5916,810,2560,2574,14508,408792,3186,2,0,0,141084,218600,48530,17536,8300,2844,1084,364,6,0,519556,10,466,928,0,173836,2688,55600,20100,,,,74980,6651.9,519556,519556,517408,1799,28384,51134,518600,438348,1209600,0,,,,400839.36,0.0,34895.04,,,0,0,318,68044,234254,117720,16824,1024,164,0,,8,519556,1504,74,19768,25106,34844,336896,18626,1524,6,0,,,,,,,,,,402,62,0,0,0,3478,0,0,0,0,1310,972,192,0,0,5872,1210,2488700,262974,0,2714,0,0,5651920,,,39054,51276,39366,191264,97196,16000,1278,936,1978,0,0,0
neg,698,22,16,0,0,0,0,0,0,768,57368,10032,0,0,0,,,,,,,,,,,0,,,,50,32,0,0,0,0,0,0,0,54936,13232,0,1480,6,4,10,228,61770,4668,2,0,0,39234,18760,5208,2184,1208,464,632,212,116,150,,18,12,40,0,,,,,,,,20580,698.77,,,84100,247,0,8212,84660,68294,1209600,1444,0,14,0,36489.6,13374.72,17261.76,0,44,0,0,588,26076,22162,6764,12526,52,0,0,6,182,,1420,64,706,5324,7970,17586,33504,1544,50,0,24,46,36838,6792,0,10,0,0,38680,172,156,100,13430,0,0,0,0,0,0,,76,8,17012,6814,988,248,1360,136,7216,84,0,0,0,322.72,162,32276,6862,2486,952,1268,2848,9680,11796,0,0,0,0
neg,41754,0,,0,0,0,0,0,0,95904,1004350,1690132,436226,37490,0,1431442,0,0,0,1054,2482,2829160,2393830,640154,346140,0,0,0,0,0,0,0,0,0,0,0,73196,747108,644216,1799582,0,2624,888,1254,55582,1414516,1770148,19080,6,4,0,1360764,850768,315376,198766,134680,113020,241682,49046,0,0,3471276,478,1134,954,0,1431442,41418,223126,414736,224440,264120,,143760,41753.28,3471276,3471276,3464254,16154,104178,98946,1043200,3264102,1209600,0,,,,2509314.24,0.0,750859.2,0,0,0,0,4428,417586,1249262,1278034,289750,20268,4640,134,,0,3471276,6078,736,43144,572268,161704,1274678,1158326,46548,620,0,,,,,,,,,,3496,316,0,0,0,0,0,0,0,0,21352,0,0,0,0,0,0,0,0,0,0,0,0,3153240,1596.2,1736,789398,598120,347928,194802,405570,435052,224142,143504,122180,3406,0,0
neg,118610,110,,0,0,0,0,0,0,38540,868374,5733416,1975438,28138,0,4505332,0,118,0,1898,4060,7405720,6268482,1476228,984960,0,0,0,0,242,42,0,0,0,0,0,69496,4575646,3845050,153714,0,11834,13522,22640,34514,2017138,6524366,19880,10,2,0,3627580,1248788,729776,571460,564234,559850,631954,681146,29062,56,8885546,42,28,130,62,4505332,144008,692578,772140,184260,196440,184420,60680,118609.4,8885546,8885546,8763276,56772,37080,28918,396820,8643906,1209600,70794,,,,7899706.56,0.0,735257.28,,,0,0,10374,308944,3081842,4604378,538680,88182,11378,128,,8076,8885546,7496,1434,207362,259100,274572,6946866,926274,20796,6,0,,,,,,,,,,1260,90,0,0,0,0,0,0,0,0,87850,15952,4478,0,0,105300,12966,148980,111738,0,0,0,0,31850220,,,771936,2044372,1768692,852028,3004006,202728,112,26,6,0,0,0
neg,8,4,2,0,0,0,0,0,0,32,1132,2216,0,0,0,924,0,58,0,0,0,10030,8318,11546,128,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3380,0,1058,10,14,14,734,1550,0,0,0,0,2046,320,78,238,28,64,154,440,12,0,21602,2,2,16,0,924,126,10580,948,,,,11420,8.37,21602,21602,22618,19,444,2082,21520,3380,1209600,132,0,0,0,1129.92,0.0,1216.32,,,0,0,0,1136,700,1420,98,26,0,0,6,14,21602,1040,4,18,16,526,62,1018,670,26,0,2,4,834,180,0,0,0,0,1258,14,82,0,0,0,0,0,0,0,0,130,0,0,72,100,42,16,0,402,0,16,0,0,0,,,2344,748,42,20,170,50,6,0,0,0,0,0
neg,10980,514,462,0,0,0,0,0,34936,222812,400458,185806,79066,8240,0,308710,0,0,0,37302,59698,871374,855488,129618,27798,0,0,0,0,1806,372,218292,12414,9642,18294,6106,70254,163410,263744,169162,0,1076,242,394,2872,88018,833928,4784,4,0,0,439822,349592,88092,31930,14120,5424,1862,476,0,0,1038648,40,66,414,2,308710,5426,67624,61430,,,,127100,10979.63,1038648,1038648,1029058,2603,556,102408,1035380,931318,1209600,15848,0,34,0,625280.64,0.0,305040.0,0,0,0,13954,142112,368172,232536,149294,22644,2468,138,0,2,44,1038648,1586,226,2474,66424,24220,502090,313610,20482,206,0,774,1198,517842,197860,0,8,0,18,632346,754,110,0,0,0,0,0,0,0,0,3952,678,242,0,0,10316,2254,966440,98550,194812,366,0,0,9814160,595.56,544,313358,85988,52624,49324,293624,128456,6128,1198,618,0,0,0
neg,31936,0,,0,0,0,0,0,0,35286,699920,1055070,265170,2,0,1007642,0,116,0,0,0,1905428,1747632,273110,125378,0,0,0,0,0,0,0,0,0,0,0,14134,551168,1282916,207230,0,3654,1436,1778,6072,1159630,882872,4,2,0,0,815900,437266,187300,127474,102362,107774,169578,107162,632,0,2178950,76,1474,216,78,1007642,19460,135766,135030,156720,1310700,1310700,111940,31935.85,2178950,2178950,,11852,291106,93876,964900,,1209600,0,,,,1831271.04,0,225939.84,,,0,0,1502,340934,969852,653736,80522,6900,1918,84,,0,2178950,2790,318,96372,81258,179444,1543354,145184,6722,6,0,,,,,,,,,,1270,228,0,0,0,0,0,0,0,0,10664,21304,4258,0,0,65572,9494,3651460,495154,0,0,0,0,4483360,,,234028,373808,288996,142330,278734,340642,182530,106184,105482,2714,0,0
neg,2048,2130706432,22,0,0,0,0,0,0,116,18968,71290,34198,0,0,41238,0,0,0,0,0,110930,96620,26570,11356,0,0,0,0,12,14,0,0,0,0,0,6684,95988,5616,16284,0,1254,18,48,52,258,122754,188,0,0,0,69620,39940,10412,3242,898,446,14,0,0,0,137534,0,6,34,0,41238,1866,3972,22566,,,,26280,2047.51,137534,137534,140870,399,8,13524,137220,124572,1209600,4936,6,4,0,113056.32,0.0,10247.04,0,22,0,0,0,2034,57020,63610,1578,304,26,0,0,6,137534,1376,34,1274,30134,2368,22120,65212,1992,62,0,54,64,113576,16326,0,10,0,12,113930,112,56,0,0,0,0,0,0,0,0,954,1830,948,0,0,2550,548,409120,40932,0,0,0,0,1047530,73.32,80,12672,16552,11106,6060,26368,51400,410,4,0,0,0,0
neg,458,32,26,0,0,0,0,0,0,27704,18080,7188,0,0,0,23990,0,0,0,26,364,40574,21908,33378,7132,0,0,0,0,112,26,0,0,0,0,0,0,0,28536,24436,0,5040,46,54,70,412,46422,928,0,0,0,34056,8928,3636,2360,1260,650,302,1230,458,92,74066,6,2,6,0,23990,1238,12244,19182,,,,31600,457.74,74066,74066,73874,265,0,6320,72700,53178,1209600,1930,0,20,0,29721.6,0.0,19296.96,0,38,0,0,15650,26252,7126,3338,606,0,0,0,18,38,74066,5110,22,1176,2232,10098,32918,1410,6,0,0,32,32,28100,1040,0,0,0,0,32344,294,140,0,0,0,600,0,0,0,0,1348,140,14,18322,7140,1000,250,2040,232,842,62,0,0,0,295.24,212,24314,9250,2266,1468,3668,3372,3754,4880,0,0,0,0
neg,204,4,6,0,0,0,0,0,0,38,34598,36742,792,0,0,27012,0,88,0,0,0,78720,71468,22002,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72170,0,1338,12,6,20,24,23974,46796,0,0,0,61750,4384,2976,1364,348,730,238,228,134,18,100774,30,8,30,0,27012,638,13818,8050,,,,21440,203.78,100774,100774,98692,108,0,9670,100220,72338,1209600,1040,0,4,0,14195.52,44685.12,12269.76,0,46,0,0,0,12020,49044,10328,652,108,18,0,2,10,100774,1464,68,48,24988,17042,8100,17886,2550,24,0,2,0,13948,2608,0,52,0,0,15404,116,110,0,0,30,48554,0,0,0,0,488,20,2,0,0,444,106,1380,222,0,0,0,0,0,311.52,174,58906,5000,938,356,656,548,1410,4356,0,0,0,0
